PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
1 350 TND,À louer   Appartement S2 haut standing – Corniche,"Sousse Corniche, Sousse Ville","['130 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Meublé', 'Climatisation', 'Chauffage central']","À louer   chez l’agence IGH immobilière : Appartement S2 haut standing – Corniche

Nous proposons à la location un appartement S2 de haut standing, entièrement meublé, situé dans un quartier prestigieux et très recherché de la Corniche. Le bien se distingue par la qualité de son aménagement, son confort et sa proximité immédiate de toutes les commodités.

Caractéristiques du bien :

 
 Salon spacieux et lumineux
 
 
 Deux chambres éléga...",https://www.mubawab-media.com/ad/8/258/461F/h/thumb_1215061_property_large_81471934.avif
1 200 TND,À louer Appartement S1 haut standing – Corniche,"Sousse Corniche, Sousse Ville","['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","À louer  chez l’agence IGH immobilière : Appartement S1 haut standing, entièrement meublé – Corniche

Nous mettons en location un appartement S1 de haut standing, soigneusement meublé, situé dans le prestigieux quartier de la Corniche. Ce bien offre un excellent niveau de confort ainsi qu’un cadre de vie agréable et sécurisé.

Caractéristiques du bien :

 
 Salon lumineux avec mobilier moderne
 
 
 Une chambre spacieuse et parfaitement...",https://www.mubawab-media.com/ad/8/258/441F/h/thumb_1215051_property_large_81471630.avif
1 250 TND,À Louer Appartement tout neuf S2,"Sousse Ville, Sousse Ville","['120 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Chambre rangement', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four', 'Micro-ondes', 'Internet']","À Louer - Appartement tout neuf S2 Exceptionnel pour Étudiantes immeuble GLORIA 
Vous cherchez un logement confortable, sécurisé et à deux pas de vos études? Ne cherchez plus!

Emplacement Idéal

À seulement quelques minutes à pied (environ 200 mètres) de la Faculté de Médecine et de la Faculté UPSAT et
Hopital Farhat Hached.

Description de l’appartement :

• Situé dans un immeuble récent, moderne et très bien entretenu 

• Parfaitem...",https://www.mubawab-media.com/ad/8/256/212F/h/864c8bfb-9e69-4d6e-8f2e-5d3a7a43b313_81449592.avif
1 000 TND,S1 à louer Cité Hached,"Sousse Ville, Sousse Ville","['70 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Garage', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","Appartement S1 à louer – Cité Hached, Sousse

À louer un appartement S1 neuf, jamais habité, situé au 1ᵉʳ étage d’une résidence récente, calme et sécurisée à Cité Hached.

Il se compose d’un salon avec cuisine ouverte, d’une chambre à coucher, d’une salle de bain moderne et d’un cellier.

L’appartement est équipé du chauffage central et de la climatisation pour un confort optimal.
Une place de parking est également disponible.

Loyer : 1...",https://www.mubawab-media.com/ad/8/251/069F/h/1_81396189.avif
1 300 TND,S2 à louer cité hached,"Sousse Ville, Sousse Ville","['90 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Garage', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","Appartement S2 à louer – Cité Hached, Sousse

À louer un appartement S2 neuf, jamais habité, situé au 1ᵉʳ étage d’une résidence récente, calme et sécurisée à Cité Hached.

Il se compose d’un salon lumineux, d’une cuisine indépendante entièrement équipée (plaque, hotte, four, rangements), de deux chambres à coucher, d’une salle de bain moderne et d’un cellier.

L’appartement est équipé du chauffage central et de la climatisation dans toutes...",https://www.mubawab-media.com/ad/8/251/040F/h/1_81396040.avif
1 500 TND,S2 à louer à cité hached,"Sousse Ville, Sousse Ville","['130 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","Appartement S2 à louer à Cité Hached – Sousse

À louer un appartement S2 neuf jamais habité, situé au rez-de-chaussée d’une résidence récente, calme et sécurisée à Cité Hached – Sousse.

Il se compose d’un salon spacieux et lumineux, d’une cuisine indépendante bien équipée, de deux chambres à coucher, d’une salle de bain, ainsi que d’un cellier.

L’appartement dispose du chauffage central, de la climatisation et d’une place de parking.

L...",https://www.mubawab-media.com/ad/8/250/735F/h/1_81393149.avif
Prix à consulter,"Superbe maison à louer à Sousse Ville.
Surface totale 80 m²","Sousse Ville, Sousse Ville","['80 m²', '1 Chambre', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Vue sur les montagnes', 'Piscine', 'Meublé', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet', 'Animaux domestiques autorisés']","Agréable maison à louer. 1 salle de bains, 80 m². 1 chambre à coucher. Moins de 5 ans.

Venez découvrir cette maison à louer à Sousse Ville, Sousse Ville",https://www.mubawab-media.com/ad/8/249/391F/h/photo_00_81379151.avif
6 000 TND,A Louer Villa S4 avec Piscine à Sousse,"Chatt Meriem, Sousse Ville","['200 m²', '2 Pièces', '4 Chambres', '2 Salles de bains']",['Meublé'],"Découvrez cette magnifique villa S4 disponible à la location annuelle,
idéale pour une famille ou ceux qui recherchent un cadre de vie paisible et raffiné

Caractéristiques principales :

Emplacement : Chott Meriem
Superficie du terrain : 1100 m²
Superficie habitable : 200 m²

Au rez-de-chaussée, vous serez accueilli par un magnifique salon offrant une vue panoramique sur le jardin luxuriant et la piscine scintillante.

Une cuisine entièrement éq...",https://www.mubawab-media.com/ad/8/248/409F/h/0bdca306-9456-4514-8d94-1d768d91e065_81368439.avif
1 000 TND,A loué étage de villa à Sousse,"Sousse Ville, Sousse Ville","['150 m²', '3 Chambres']","['Terrasse', 'Chauffage central']","A loué Etage de villa s3 non meublé à Sousse
Emplacement :
Sousse dans un quartier calme et prés de tous les commodités
spacieux salon et salle a manger
03 chambres
une grande Cuisine
salle de bain
salle d'eau
entrée indépendante
Prix 1000 dinars par mois
visiter www.kantaouiimmo.com
Pour plus des détails merci de nous contacter  :50404583/23404112  Référence du bien: Ref2669a",https://www.mubawab-media.com/ad/8/232/326F/h/thumb_1181735_property_xlarge_81204375.avif
1 000 TND,À LOUER – Appartement S3 à Khezama Ouest,"Sousse Ville, Sousse Ville","['100 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Vue sur mer', 'Concierge', 'Chambre rangement', 'Meublé', 'Double vitrage', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Internet']","À louer, un appartement spacieux de type S3 situé dans un petit immeuble familial de 3 étages sans ascenseur, dans un quartier vivant à Sousse, Khezama Ouest.

Descriptif du bien :

Hall d’entrée

Grand salon avec comptoir et accès à une terrasse

Trois grandes chambres à coucher

Cuisine fonctionnelle avec terrasse

Salle de bain  WC indépendant

Chauffage central

Raccordement au gaz de ville

Appartement récemment rénové

E...",https://www.mubawab-media.com/ad/8/179/243F/h/Picture-86102021-3-watermark_80655168.avif
1 700 TND,Maison de ville medina,"Sousse Medina, Sousse Ville","['100 m²', '5 Pièces', '2 Chambres', '1 Salle de bain']","['Ascenseur', 'Climatisation', 'Chauffage central']",La  maison se trouve prés du musée archéologique   près du souk  idéal plein centre,https://www.mubawab-media.com/ad/8/234/247F/h/PXL_20250409_083912164.MP%7E2_81223958.avif
2 500 TND,À LOUER – Open Space à Trocadéro – Idéal pour Lab,"Sousse Ville, Sousse Ville","['220 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Ascenseur', 'Antenne parabolique', 'Climatisation', 'Double vitrage', 'Cuisine équipée', 'Réfrigérateur', 'TV', 'Machine à laver']","À LOUER   l’agence IGH immobilière– Open Space à Trocadéro

Emplacement stratégique – Idéal pour activités professionnelles

Open space spacieux à louer, situé à Trocadéro, dans un immeuble professionnel et bien desservi.

Idéal pour :

 
 Cabinet médical de groupe (médecins, spécialistes, paramédicaux)
 
 
 Laboratoire d’analyses
 
 
 Centre d’appel
 
 
 Centre de formation
 

Caractéristiques :

 
 Espace modulable selon...",https://www.mubawab-media.com/ad/8/234/023F/h/thumb_1183923_property_large_81220933.avif
800 TND,S2 a loyer pour des étudiantes,"Sousse Ville, Sousse Ville","['60 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Cuisine équipée']",près de toutes les commodités en plein centre ville en face theatre municipale a 5mn a pied de boujaafar,https://www.mubawab-media.com/ad/8/231/452F/h/2018-07-01-23-05-52-517_81195014.avif
900 TND,Appartement a louer,"Sousse Ville, Sousse Ville","['100 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']",['Meublé'],"Superbe appartement meublé et moderne, situé à Soufifa, à seulement quelques pas de la mer.

Caractéristiques :
• 2 chambres confortables
• 1 salon spacieux et lumineux
• Cuisine équipée
• Balcon avec vue agréable
• Entièrement meublé avec goût et prestations de luxe",https://www.mubawab-media.com/ad/8/217/368F/h/thumb_1163454_property_large_81041718.avif
550 TND,À louer S1 Meublé à Bohsina,"Bouhssina, Sousse Ville","['100 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Climatisation']","L’agence IGH Immobilier propose un appartement S1 meublé, situé à Bokhzar Bohsina, dans un quartier calme et pratique, à proximité immédiate de la Concorde et de l’école française.

 
 Chambre avec deux lits simples, idéale pour étudiants, collègues ou petite famille
 
 
 Salon lumineux
 
 
 Cuisine disponible
 
 
 Salle de bain
 
 
 Proche des transports, commerces et établissements scolaires
 

Contact : 51015122
Disponible i...",https://www.mubawab-media.com/ad/8/213/475F/h/thumb_1154625_property_large_80999911.avif
1 500 TND,A Louer Bureau A2 avec Vue Mer dans la Zone Touris,"Sousse Ville, Sousse Ville","['155 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Chauffage central']","À Louer  chez l’agence IGH immobilière– Bureau A2 avec Vue Mer dans la Zone Touristique 

Nous mettons à votre disposition un bureau A2 idéal pour toute activité professionnelle, situé dans un emplacement stratégique au cœur de la zone touristique, offrant une magnifique vue sur mer.

Caractéristiques :

Type : Bureau A2 (accueil  2 pièces indépendantes)

Superficie : 155 m²

Lumineux et bien agencé

Climatisation installée

Salle d...",https://www.mubawab-media.com/ad/8/211/355F/h/thumb_1157492_property_large_80978533.avif
850 TND,S2 à louer près Souk Lahad,"Sousse Ville, Sousse Ville","['75 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Climatisation']","À Louer – Appartement S2 Haut Standing à Souk Lahad

Nous vous proposons à la location un appartement S2 haut standing, situé dans une résidence bien sécurisée, un quartier résidentiel, proche de toutes commodités (facultés, commerces, transports...).

Détails de l’appartement :

Type : S2 (Salon  2 chambres)

Salon et salle à manger
Deux chambres à coucher avec dressings
Cuisine américaine 
Salle de douche à l’italienne
Balcon  
Séc...",https://www.mubawab-media.com/ad/8/209/266F/h/thumb_1155034_property_large_80955765.avif
800 TND,A Louer Appartement S1 A CORNICHE,"Bouhssina, Sousse Ville","['65 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée', 'Réfrigérateur', 'Four']","À Louer  chez l’agence IGH immobilière  – Appartement S1 Meublé à La Corniche 

Nous vous proposons à la location un appartement S1 entièrement meublé, situé à La Corniche, dans un quartier résidentiel calme, proche de la plage et de toutes les commodités (cafés, restaurants, commerces, transport…).

Détails de l’appartement :

Type : S1 (Salon  1 chambre)

Entièrement meublé et équipé

Cuisine ouverte (américaine) avec électroménager c...",https://www.mubawab-media.com/ad/8/206/236F/h/thumb_1114049_property_large_80923119.avif
2 500 TND,À Louer – Charmant S2 Studio Indépendant en Zone,"Bouhssina, Sousse Ville","['175 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée', 'Réfrigérateur']","À Louer chez l’agence IGH immobilière – Charmant S2  Studio Indépendant en Zone Touristique

Situé au cœur de la zone touristique, ce bel appartement S2 meublé vous offre confort, praticité et proximité immédiate de la mer, des restaurants, cafés et animations estivales.

Appartement principal (S2) :

 
 Deux chambres à coucher lumineuses
 
 
 Salon spacieux avec balcon/terrasse
 
 
 Cuisine équipée (four, plaque, frigo, etc.)
 
 
...",https://www.mubawab-media.com/ad/8/190/259F/h/thumb_61691_property_xlarge_80765247.avif
2 200 TND,À Louer S1 Meublé Vue Mer,"Sousse Corniche, Sousse Ville","['1 Pièce', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Climatisation']","Nous vous proposons un superbe appartement S1 Meublé –Vue Mer au 5e étage Ce charmant appartement S1 meublé 
vous offre un cadre de vie agréable dans une résidence sécurisée, idéalement située sur la route touristique de Sousse. 

Composition :
 • Salon et salle à manger avec accès à une grande terrasse offrant une magnifique vue sur mer
 • Cuisine américaine entièrement équipée
 • Une chambre à coucher avec dressing
 • Salle de bain avec...",https://www.mubawab-media.com/ad/8/132/651F/h/1_80179562.avif
500 TND,A louer Studio S1 sans meubles,"Sousse Ville, Sousse Ville","['70 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Meublé', 'Sécurité']","Narjess IMMO vous propose à #louer (location annuelle) : 
Studio S1 sans meubles 
 SFAYA , SOUSSE 
1ér étage 
petit résidence familiale
climatisation 
terrasse 
Prix : 500dt/mois 
Téléphone   52 502 988 /55 153 800
WhatsApp  52 502 988/55 153 800
 www.narjess-immo.tn",https://www.mubawab-media.com/ad/8/096/060F/h/thumb_1019064_property_large_79808322.avif
1 200 TND,A louer S2 semi meublé prés de clinique Essalam,"Bouhssina, Sousse Ville","['120 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Meublé', 'Climatisation', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver']","Notre Agence Immobilière Kantaoui Sonia met en location annuelle un appartement type S2semi meublé six dans six au sixiéme étaged'une résidence sécurisé situé à Sousse prés de tous  commodités 
l'appartement est de 120m² reparti comme suit :
un lumineux salon et salle a manger 
02 chambres à coucher
une cuisine doté par un séchoir
une salle de bain avec Baignoire
Prix1200 dinars
Pour plus d'informations ou pour organiser une visite, veuillez nous...",https://www.mubawab-media.com/ad/8/128/061F/h/WhatsApp%20Image%202025-04-19%20%C3%A0%2012.19.48_fdb2ef1f_80127777.avif
Prix à consulter,Appartement à louer,"Sousse Corniche, Sousse Ville","['45 m²', '3 Pièces', '1 Chambre', '1 Salle de bain']","['Meublé', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Internet']","DESCRIPTION :
L’agence immobilière CASABELLA met en location pour les vacances et les courtes durées à Sousse Corniche un appartement meublé composée de : 
1chambre à coucher, un salon, une cuisine bien équipée, une salle de bain, une terrasse
L’appartement est doté de la climatisation
prix à consulter",https://www.mubawab-media.com/ad/7/899/956F/h/FE8C1D8D-A552-4E5F-93F8-11571D980494_74610161.avif
950 TND,Coquet Bel Air Errayhen Appart Splendide à Louer,"Sousse Riadh, Sousse Ville","['65 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Four']","Coquet splendide au style scandinave tout refait cherchant maximum 3 locataires par mois/ ou bien par nuitée, dans un immeuble très calme et a côté de toutes commodités,  situé sur l’avenue principale au cité Errayhen Sousse.
Pour plus de détails, veuillez me contacter!",https://www.mubawab-media.com/ad/7/898/553F/h/thumb_802626_property_xlarge_78361697.avif
1 300 TND,A louer un appartement s2 meublé à sousse,"Sousse Ville, Sousse Ville","['100 m²', '2 Chambres']","['Ascenseur', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité']","Appartement Meublé à Louer à l'Année à sousse zone touristique
Agence Immobilière Kantaoui a le plaisir de vous proposer cet appartement meublé sis au 2ème étage d'une résidence avec ascenseur et bien sécurisé situé dans quartier calme et prés de tous les commodités L'appartement comprend :
Salon avec terrasse
Cuisine agencée et équipée (Plaques , Four, Haute)
deux chambres à coucher
salle de bain
Chauffage central
Climatisation
prix 1300dt/mois
...",https://www.mubawab-media.com/ad/7/999/151F/h/thumb_905514_property_large_78849256.avif
1 500 TND,A louer S2 meublé à la zone touristique de Sousse,"Bouhssina, Sousse Ville","['120 m²', '2 Pièces', '3 Chambres', '1 Salle de bain']","['Garage', 'Meublé', 'Climatisation', 'Chauffage central', 'Four']","notre agence vous propose un appartement type S2 de haut standing meublé bien placé sur la zone touristique de Sousse sis au 5 ème étage d'une résidence sécurisé et avec double ascenseur L'appartement composé de:
un lumineux salon et salle à manger
02 chambres à coucher
une cuisine indépendante bien équipée doté par une séchoir
une salle de bain avec baignoire
climatisation split
chauffage
1500 dinars par mois
Pour plus d'informations ou pour org...",https://www.mubawab-media.com/ad/7/914/099F/h/thumb_817407_property_xlarge_78361569.avif
