PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
Prix à consulter,A Vendre Villa R2 _Quartier des Villas,"Sousse Ville, Sousse Ville","['540 m²', '9 Pièces', '6 Chambres', '4 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Antenne parabolique', 'Cheminée', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée']","Située dans un quartier résidentiel prisé de Khzema Gharbia, cette spacieuse villa R3 est édifiée sur un terrain de 270 m² et développe une superficie habitable totale de 525 m², soit environ 170 m² par étage. Elle dispose d’un jardin et d’un garage, offrant un cadre de vie agréable et fonctionnel. Chaque étage est aménagé en S3, comprenant un salon lumineux, une cuisine indépendante, ainsi que trois chambres à coucher, toutes en suites parentale...",https://www.mubawab-media.com/ad/8/280/915F/h/ef1031d3-fd85-4c4d-902e-9d150eb27aa3_81730607.avif
600 000 TND,A vendre un beau maison s3 à chatt mariem,"Sousse Ville, Sousse Ville","['200 m²', '2 Chambres']","['Jardin', 'Terrasse', 'Garage', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","Notre #agence #Immobilière #Elkantaoui #sousse met en vente un joli maison s3 double façade avec grande terrasse de haute standing prés de toute commodités ,à 100m de la plage à Chatt Mariem

l'appartement a 200 m² comme superficie et 240m2 couvert, composé à l'entrée d'un lumineux salon et salle à manger , une suite parentale avec cabine douche une grande chambre à coucher , une cuisine bien équipée avec une plaque hotte et four et avec coin à m...",https://www.mubawab-media.com/ad/8/311/372F/h/thumb_242581_property_xlarge_82049599.avif
Prix à consulter,A louer S3 meublé à Sousse vue mer,"Sousse Ville, Sousse Ville","['180 m²', '3 Chambres']","['Terrasse', 'Garage', 'Ascenseur', 'Entre-seul', 'Climatisation', 'Chauffage central', 'Sécurité']","Location annuelle – Appartement S3 vue mer &amp; vue Médina – Sousse
À louer, spacieux appartement S3 situé au 10ᵉ étage d’une résidence sécurisée à centre ville de Sousse, offrant une magnifique vue dégagée sur la mer et la Médina.
Composition :
Hall d’entrée avec salle à manger
Double salon lumineux avec balcon et vue dégagée
Cuisine moderne, bien équipée et bien aménagée avec balcon
03 chambres à coucher, dont une avec balcon vue mer et vue Médina...",https://www.mubawab-media.com/ad/8/313/877F/h/thumb_1290647_property_xlarge_82078622.avif
950 000 TND,Un appartement S3 sur la route touristique souss,"Sousse Ville, Sousse Ville","['240 m²', '3 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Meublé', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","dahmen_immobilier vous propose à la vente un appartement haut standing de type S3, d’une superficie de 240 m², situé à Sousse, sur la route touristique, à proximité du centre-ville. Composition : Hall d’entrée avec dressing Grand salon lumineux avec éclairage LED, ouvrant sur une spacieuse terrasse / grand balcon Salle d’eau pour les invités Cuisine entièrement équipée et aménagée avec électroménager de qualité, donnant sur la terrasse, avec cell...",https://www.mubawab-media.com/ad/8/329/730F/h/thumb_65961_property_xlarge_82245386.avif
190 000 TND,Appartement S1 à vendre au plein coeur du centre,"Sousse Corniche, Sousse Ville","['61 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Ascenseur', 'Chauffage central', 'Cuisine équipée']","Appartement Neuf , Haut Standing à Vendre 
  – première main
 
Investissement parfait pour habitation ou location haut de gamme.
Caractéristiques :
Finitions de qualité  
Cuisine équipée moderne
 chauffage centrale
 Ascenseur
 titre individuel 
Prix : 190.000 TND  Négociable 
TLF : 52 502 988 / 55 153 800 / 55 444 010 
WhatsApp: 52 502 988 /55 153 800 / 55 444 010
: www.narjess-immo.tn
#vente #immobilier #immobilierdeluxe #Sousse #a...",https://www.mubawab-media.com/ad/8/329/175F/h/thumb_1307000_property_large_82239659.avif
240 000 TND,Maison arabe à vendre sousse,"Sousse Ville, Sousse Ville","['204 m²', '3 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Climatisation', 'Chauffage central', 'Sécurité']","Dahmen Immobilier met en vente ou à la location ,une maison arabe situé à Sousse , bien entretenu et proche de toutes commodités nécessaires à Sousse. il est de 204m² ,Il est de : * Typologie : S3*cuisine *salle d'eau *séjour*sondage *Nos contacts",https://www.mubawab-media.com/ad/8/042/328F/h/thumb_60161_property_xlarge_79281434.avif
550 000 TND,Appartement s3 vue de mer à vendre à Hammam souss,"Sousse Ville, Sousse Ville","['115 m²', '2 Pièces', '3 Chambres', '3 Salles de bains']","['Jardin', 'Terrasse', 'Antenne parabolique', 'Climatisation']","Appartement à vendre – Vue mer imprenable
**1er étage
 ** Superficie : 115 m² 
** Prix : 550 000 dinars 

Magnifique appartement offrant une vue directe sur la mer depuis le salon et l’une des chambres.
 Composition :
 -Une suite parentale vue de mer 
-Deux chambres à coucher
 -Salle d’eau -Salle de bain 
-Cuisine avec séchoir
 -Salon lumineux avec balcon vue mer",https://www.mubawab-media.com/ad/8/251/856F/h/thumb_63584_property_xlarge_81410705.avif
450 000 TND,A Vendre: Duplex d'Exception à Hergla,"Sousse Medina, Sousse Ville","['145 m²', '5 Pièces', '3 Chambres', '1 Salle de bain']","['Garage', 'Ascenseur', 'Vue sur mer', 'Chauffage central']","OPPORTUNITÉ RARE : DUPLEX À HERGLA

L'Agence Immobilière Ezzayatine met en vente un duplex spacieux de 145 m² situé dans un quartier calme de Hergla, à quelques minutes à pied de la plage.

Points clés :



Surface : 145 m²

Emplacement : Hergla, secteur recherché

Atout : Proximité mer et fort rendement locatif

Contactez-nous pour une visite :

 Agence El Menchia

55 050 501 / 55 050 502

ezzayatine.immobiliere@gmail.com",https://www.mubawab-media.com/ad/8/323/099F/h/Design%20sans%20titre%20%2833%29_82171793.avif
240 000 TND,S2 vue panoramique en vente à Panorama,"Sousse Ville, Sousse Ville","['120 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Garage', 'Ascenseur', 'Vue sur mer', 'Climatisation', 'Sécurité', 'Cuisine équipée']","À vendre – Appartement S2 avec vue sur mer à Panorama

Situé dans une résidence au standing correct, cet appartement S2 offre une vue imprenable sur la mer. Il dispose d’un ascenseur ainsi que d’une place de parking incluse.

Emplacement : Panorama
Prix : 280 000 DT

Idéal pour une résidence principale ou un investissement",https://www.mubawab-media.com/ad/8/230/748F/h/WhatsApp%20Image%202025-10-04%20at%2012.24.22%20PM_81187671.avif
472 000 TND,A vendre appartement S2 vue sur mer,"Sousse Corniche, Sousse Ville","['115 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Entre-seul']","Appartement neuf S2 à vendre – Vue mer exceptionnelle 

À vendre un magnifique appartement S2, situé au 3ème étage avec ascenseur, offrant une superbe vue sur mer, dans une résidence sécurisée et haut standing

Cet appartement de luxe est composé de: 
Salon lumineux avec grande baie vitrée
Cuisine bien équipée moderne
Deux chambres à coucher
Salle de douche à l’italienne

Caractéristiques principales :
Sanitaire Jaguar 1er choix
Clima...",https://www.mubawab-media.com/ad/8/247/889F/h/thumb_1200596_property_large_81364081.avif
750 000 TND,Projet pour promotion immobiliere,"Sousse Ville, Sousse Ville","['858 m²', '5 Pièces', '4 Chambres', '2 Salles de bains']",['Terrasse'],"Maison à rénover ou pour la promotion immobilier à Sousse Ville
A vendre chez IGH Immobilière
Une maison en plain-pied de 858m² terrain et 245m² couvert sur la route principale 
Zone polyfonctionnelle constituée de commerces, de services, de bureaux et de l'habitat en étages 
A proximité de toutes les commodités 
Proche de tous commerces et les établissements publics 
Vocation R5 
C.O.S : 0,75
C.U.F : 4,5
Ce terrain offre une opportunité...",https://www.mubawab-media.com/ad/8/065/812F/h/thumb_983828_property_large_79514480.avif
270 000 TND,À vendre une maison a sousse,"Sousse Ville, Sousse Ville","['200 m²', '6 Pièces', '6 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Vue sur les montagnes', 'Concierge', 'Meublé', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","Agence BASMA Immobilière vous propose à la vente une maison de type S6, d’une superficie de 200 m² de terrain, idéalement située à Sousse Ville – Bled Arbi, dans un quartier calme et sécurisé.
Composition :
02 salons
02 cuisines
6 chambres à coucher
02 salles de bain
Prix : 270 000 DT
Pour plus de renseignements ou pour planifier une visite :
Téléphone : 46 010 000 / 52 080 000 / 73 319 380
WhatsApp : 46 010 000
Site web : www.basma-imm...",https://www.mubawab-media.com/ad/8/307/032F/h/1_82003836.avif
350 000 TND,Maison à vendre,"Sousse Ville, Sousse Ville","['140 m²', '2 Pièces', '4 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Chauffage central', 'Sécurité']","À VENDRE – Maison R2 à Swiss, Sousse

Opportunité à ne pas rater. Maison bâtie sur un terrain de 140 m², idéale pour habitation familiale ou investissement locatif.

Emplacement : Swiss, Sousse

Rez-de-chaussée :

Appartement S2
Studio indépendant

1er étage :

Appartement S2 spacieux et lumineux

2ème étage :

Inachevé avec possibilité d’aménagement

Superficie terrain : 140 m²
Prix : 350.000 DT

Idéal pour habitation et re...",https://www.mubawab-media.com/ad/8/324/195F/h/1_82183163.avif
155 000 TND,S2 en vente,"Bouhssina, Sousse Ville","['197 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",['Terrasse'],"Appartement S2 bien situé à Hay Ettamir Sousse, à quelques minutes de l’ISG Sousse.Il se compose d’un salon, de deux chambres, d’une cuisine avec séchoir et d’une salle de bain.L'appartement dispose également deux grandes terrasses de 100 m²",https://www.mubawab-media.com/ad/8/214/092F/h/gallery_81006599.avif
Prix à consulter,"À VENDRE, Immeuble R2 zaouiet Sousse","Zaouiet, Sousse Ville","['259 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Chambre rangement', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","L’Agence Immobilière Riahi met à votre disposition un immeuble à fort potentiel, idéal pour investissement ou usage mixte (habitation et activité professionnelle). Emplacement stratégique : situé à Zaouiet Sousse, à proximité de la société TPS, dans un quartier accessible et proche de toutes les commodités. Superficie du terrain : 258.9 m², Titre bleu disponible. Composition de l’immeuble :
Sous-sol : 131 m²
 Rez-de-chaussée (usage commercial)...",https://www.mubawab-media.com/ad/8/315/422F/h/Design%20sans%20titre%20%284%29_82142381.avif
258 000 TND,S2 à vendre Cité Olympique Sousse,"Bouhssina, Sousse Ville","['122 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage']","À VENDRE – Appartement S2 à Cité Olympique, Sousse

Découvrez cet appartement S2 situé au 6ème étage avec ascenseur, dans une résidence calme à Cité Olympique – Sousse.

Superficie : 122,50 m²

Salon spacieux et lumineux2 chambres à coucher avec balconCuisine fonctionnelleSalle de bainBalconPlace de parking au sous-solChauffage central

Prix : 258.000 DT

Pour plus d’informations ou pour organiser une visite gratuite, contactez-nous :55...",https://www.mubawab-media.com/ad/8/321/507F/h/1_82155560.avif
1 500 000 TND,Immeuble Panorama à vendre à Sousse,"Sousse Ville, Sousse Ville","['1000 m²', '8 Pièces', '5 Chambres', '3 Salles de bains']","['Jardin', 'Terrasse']","Immeuble sur un terrain d'une superficie de 1000m², situé à Sousse. Le RDC comprend 4 locaux commerciaux. Au 1er étage on trouve 2 appartements S2 et un appartement S1.",https://www.mubawab-media.com/ad/8/248/069F/h/b6b01cc3-29a1-49fb-8787-a6879096a1c7_GF_81365378.avif
480 000 TND,Villa a cité olympique,"Bouhssina, Sousse Ville","['307 m²', '4 Pièces', '3 Chambres', '3 Salles de bains']","['Terrasse', 'Climatisation', 'Cuisine équipée']","Villa de plain-pied rénovée en 2023 située à la Cité Olympique à proximité du complexe sportif de Sousse, offrant un emplacement stratégique.Elle est édifiée sur un terrain de 307 m² avec une surface bâtie de 214 m².Dès l’entrée, vous découvrez une terrasse arborée menant à un salon spacieux et lumineux.La cuisine non aménagée donne directement accès à une terrasse de 60 m².L’espace nuit comprend trois chambres à coucher, dont une suite parental...",https://www.mubawab-media.com/ad/8/273/706F/h/gallery_81648057.avif
850 000 TND,Magnifique Appartement S3 Vue Mer,"Sousse Ville, Sousse Ville","['204 m²', '5 Pièces', '3 Chambres', '4 Salles de bains']","['Climatisation', 'Chauffage central', 'Cuisine équipée']","À Vendre chez l’agence IGH Immobilière : Magnifique Appartement S3 Vue Mer – Zone Touristique, Proche de la Plage et de Toutes les Commodités

Opportunité exceptionnelle !
Situé en zone touristique, dans un environnement calme, sécurisé et très recherché, cet élégant appartement S3 offre un cadre de vie privilégié à quelques mètres de la plage, des restaurants, cafés, commerces, et de toutes les commodités nécessaires au quotidien.

Descript...",https://www.mubawab-media.com/ad/8/270/551F/h/thumb_1207990_property_large_81614758.avif
977 000 TND,Villa à vendre à Sousse,"Sousse Ville, Sousse Ville","['575 m²', '6 Pièces', '6 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée']","IGH immobiliere met à votre disposition une spacieuse villa à rénover ou à démolir, située dans un quartier résidentiel à Sousse

Caractéristiques principales :

Rez-de-chaussée principal
Grand jardin
Grand salon et salle à manger
Trois chambres à coucher
Cuisine 
Une salle de bain
Garage
Studio

Premier étage:
Salon et salle à manger
Une cuisine
3 chambres à coucher
Balcon
Une salle de bain

Cette Villa est idéale pour une fa...",https://www.mubawab-media.com/ad/8/267/042F/h/gallery_81577800.avif
259 000 TND,Rez de chaussée en vente,"Bouhssina, Sousse Ville","['230 m²', '5 Pièces', '4 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Entre-seul', 'Salon européen', 'Chauffage central', 'Cuisine équipée']","Ce bien indépendant de plain-pied.À l’extérieur, vous profiterez d’un jardin privatif ainsi que d’un abri pour voiture.À l’intérieur, la maison se compose d’un salon , de quatre chambres a coucher , d’une salle de bain équipée d’une baignoire, ainsi que d’une cuisine donnant directement sur une terrasse",https://www.mubawab-media.com/ad/8/298/252F/h/Picture-86722562-2-watermark_81912633.avif
420 000 TND,À VENDRE – Immeuble R3 – Sousse Trocadéro,"Sousse Ville, Sousse Ville","['61 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']","['Ascenseur', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","Nous proposons à la vente un petit immeuble R3, avec possibilité d’extension d’un étage supplémentaire, idéalement situé au cœur de Sousse, dans le quartier très recherché de Trocadéro. L’immeuble se trouve à proximité immédiate des commerces, services et commodités, dans un environnement animé et à forte demande locative.

Ce bien constitue une excellente opportunité d’investissement grâce à sa rentabilité actuelle et à son fort potentiel de v...",https://www.mubawab-media.com/ad/8/167/600F/h/Picture-86053009-1-watermark_80536190.avif
200 000 TND,À Vendre – Appartement S3 à Trocadéro,"Sousse Ville, Sousse Ville","['130 m²', '4 Pièces', '3 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage']","Emplacement : Trocadéro – Proche du centre-ville, à proximité immédiate de toutes commodités (restaurants, bars lounge, mer, hôtels…)

Superficie totale : 120 m²
Surface habitable : 115 m²
Étage : 1er étage dans un petit immeuble de 3 étages (sans ascenseur)

Description du bien : 

À découvrir : un agréable appartement S3, lumineux et bien distribué, situé dans un quartier calme et recherché. Il bénéficie d’un excellent emplacement et of...",https://www.mubawab-media.com/ad/8/246/945F/h/5_81355068.avif
310 000 TND,À vendre – S1 près de la plage chatt mariem,"Chatt Meriem, Sousse Ville","['82 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Garage', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","A VENDRE – Appartement S1 Très Haut Standing près de la plage à Chatt Mariem

Superficie : 82 m²
Emplacement privilégié à quelques pas de la plage
4ème étage dans une résidence récente, calme et bien sécurisée

Composition :

Salon lumineux

Une chambre spacieuse

Cuisine moderne et équipée

Belle terrasse

Finition très haut standing

Prix total : 310.000 DT

Contact &amp; Visite : 55 050 501 / 55 050 502
Agence Immobilière Ezza...",https://www.mubawab-media.com/ad/8/305/052F/h/thumb_40667_property_xlarge_81983273.avif
1 200 000 TND,Villa de haut standing à Vendre,"Sousse Ville, Sousse Ville","['925 m²', '6 Pièces', '6 Chambres', '3 Salles de bains']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Chambre rangement', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Chauffage central', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver']","Dans un quartier prestigieux à Sousse , Dahmen Immobilier met en vente une villa moderne bénéficie d'un terrain de 925 m² , érigée sur 3 niveaux et se compose comme suit : * Le rez de chaussée : - Spacieux salon - Salle à manger - Séjour - Une cuisine moderne , parfaitement agencée et dotée d'un acces pour l’extérieur - Deux (02) chambres à couchers avec dressing - Une salle de bain * A l'étage se trouvent : - Deux suites parentales avec 2 salles...",https://www.mubawab-media.com/ad/8/312/060F/h/thumb_65436_property_xlarge_82059467.avif
290 000 TND,Appartement s2 à vendre à sousse ville,"Sousse Ville, Sousse Ville","['70 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']",[],"À vendre – Appartement S2 à Sousse Ville Situé au 3ᵉ étage d’une résidence avec ascenseur, cet appartement S2 offre une superficie de 70 m² et se compose de : Un salon lumineux Une cuisine américaine Deux chambres à coucher Une salle de bain Prix : 290 000 DT Soyez les bienvenus à notre agence Immobilière : Route de la plage, ElMenchia immeuble Panoramis hammem sousse, ou bien nous contactez, Nos agents sont à votre disposition pour toutes inform...",https://www.mubawab-media.com/ad/8/242/007F/h/thumb_1193217_property_large_81302300.avif
920 000 TND,Villa à vendre à Bohsina,"Bouhssina, Sousse Ville","['800 m²', '5 Pièces', '5 Chambres', '1 Salle de bain']",[],"IGH immobiliere met à votre disposition une spacieuse villa à rénover, située dans un quartier résidentiel et calme à Bohsina 

Caractéristiques principales :

Rez-de-chaussée principal
Grand jardin
Grand salon et salle à manger
Deux chambres à coucher
Cuisine 
Une salle de bain
Garage

Premier étage:
Salon et salle à manger
Un séjour
Une cuisine
Suite parentale avec salle de bain
2 chambres à coucher
Grande terrasse 
Salle de...",https://www.mubawab-media.com/ad/8/235/224F/h/1_81233694.avif
450 000 TND,A vendre maison S4 à Chatt Mariem,"Chatt Meriem, Sousse Ville","['170 m²', '1 Pièce', '4 Chambres', '1 Salle de bain']",[],"Maison à vendre à Chatt Mariem – 450.000 DT
Superbe maison de 170 m² située dans un emplacement calme et proche de toutes les commodités à Chatt Mariem.
Elle se compose d’un salon lumineux équipé de climatisation et de chauffage central, de 4 chambres confortables disposant chacune de chauffage central et d’un dressing, ainsi qu’une cuisine moderne et bien aménagée.
Un garage privé complète ce bien, idéal pour une famille recherchant confort e...",https://www.mubawab-media.com/ad/8/310/870F/h/20220613_162211_82044187.avif
670 000 TND,"Appartement S3 de 198,78m², piscine et terrasse","Sahloul, Sousse Ville","['198 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Ascenseur', 'Piscine', 'Chambre rangement', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four']","Découvrez ce spacieux S+3 d’une superficie de 198,78 m², pensé pour allier confort, modernité et élégance.
Il se compose de :

Une suite parentale avec dressing,

Un salon lumineux et une salle à manger conviviale,

Deux chambres supplémentaires,

Une salle de bain moderne, une salle d’eau et une cuisine fonctionnelle,

Des dressings intégrés pour plus de praticité.

À l’extérieur, profitez d’une terrasse découverte avec piscine priv...",
380 000 TND,Opportunité d'unS2 Moderne et Fonctionnet,"Sahloul, Sousse Ville","['121 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']","['Terrasse', 'Ascenseur', 'Concierge', 'Chambre rangement', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four']","Découvrez ce bel appartement S+2 offrant des espaces bien agencés et confortables :

Un salon lumineux avec salle à manger,

Deux chambres accueillantes avec dressing,

Une salle de bain moderne et une salle d’eau indépendante,

Une cuisine fonctionnelle,

Un balcon agréable pour vos moments de détente.

Un logement qui allie praticité, confort et convivialité, idéal pour une vie quotidienne harmonieuse",
440 000 TND,Offre à vendre – Appartement à Chatt Mariem,"Chatt Meriem, Sousse Ville","['120 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage']","A VENDRE – Appartement S2 avec terrasse à chatt Mariem

Superficie : 120 m²
Très bon standing – Emplacement recherché
Quartier calme, proche de toutes commodités

Composition :

Salon lumineux

Deux chambres spacieuses

Cuisine moderne

Terrasse agréable

Salle de bain et WC séparé

Voisinage familial

Prix : 440.000 DT
Contact & Visite : 55 050 501 / 55 050 502
Agence Immobilière Ezzayatine – Menchia, Sousse",
295 000 TND,"A saisir S2 se 92,72 m² à vendre à Sahloul","Sahloul, Sousse Ville","['92 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']","['Terrasse', 'Ascenseur', 'Concierge', 'Chambre rangement', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four']","Cet appartement S+2 a été conçu pour offrir confort et fonctionnalité au quotidien. Il se compose de :

Un salon spacieux avec salle à manger,

Deux chambres confortables avec dressing,

Une salle de bain moderne et une salle d’eau indépendante,

Une kitchenette fonctionnelle avec séchoir,

Un balcon agréable pour profiter de l’extérieur.

Un espace de vie harmonieux qui combine praticité et confort, idéal pour répondre aux besoins d’...",https://www.mubawab-media.com/ad/8/202/248F/h/VUE%20FACADE%202_page-0001_80884011.avif
570 000 TND,A vendre Villa S3 sur deux niveaux à Bouhsina,"Bouhssina, Sousse Ville","['240 m²', '8 Pièces', '6 Chambres', '2 Salles de bains']","['Terrasse', 'Garage']","[A Vendre Villa à Bouhsina, Sousse]

Ref148a
A vendre chez l'Agence IGH Immobilière
Une Villa spacieuse dans une bonne emplacement à Bouhsina, Sousse 
Idéal pour un projet de promotion immobilière ou pour investissement 
La villa sur deux niveaux séparées, chaque étage est composé d':
* Un salon/salle à manger
* Un séjour
* Une cuisine
* Deux salles d'eaux
* Trois chambres à coucher

Superficie Terrain : 240m²  et 400m² couvert
Prix...",https://www.mubawab-media.com/ad/8/017/268F/h/thumb_917024_property_large_79036300.avif
860 000 TND,Villa à Bouhsina,"Bouhssina, Sousse Ville","['350 m²', '6 Pièces', '5 Chambres', '3 Salles de bains']","['Jardin', 'Terrasse', 'Garage']","Découvrez cette magnifique villa située dans un quartier résidentiel calme et recherché à Bouhsina, cette villa offre un fort potentiel, idéale pour une grande famille ou un investissement locatif.
-Rez-de-chaussée :
Un spacieux salon lumineux, une suite parentale avec chambre, dressing et salle de douche, une chambre enfant avec dressing, une cuisine moderne et bien équipée, une salle d’eau, ainsi qu’une terrasse donnant sur un agréable jardin...",https://www.mubawab-media.com/ad/8/306/643F/h/WhatsApp%20Image%202026-02-18%20at%2016.26.53_81999801.avif
288 000 TND,A VENDRE RDC de villa S4 situé à cité ettaamir,"Sousse Riadh, Sousse Ville","['228 m²', '5 Pièces', '4 Chambres', '1 Salle de bain']","['Garage', 'Sécurité', 'Double vitrage', 'Cuisine équipée']","Réf 457a
Agence immobilière Riahi, vous propose à la vente un rez-de-chaussée de villa S4 idéalement situé à Cité Ettamir, Sousse. Ce bien spacieux s'étend sur une surface totale de 228 m² et comprend deux salons confortables, quatre chambres à coucher lumineuses, une salle de bain moderne, ainsi qu'une cuisine entièrement équipée. Un garage et une entrée indépendante viennent compléter cet ensemble résidentiel, offrant ainsi un cadre de vie fo...",https://www.mubawab-media.com/ad/8/305/603F/h/50%20232%20727%20%289%29_81988764.avif
159 000 TND,"À VENDRE, Appartement S2 près de l’ISG","Sousse Ville, Sousse Ville","['65 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Concierge', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée']","Réf : 886a
L’Agence Immobilière Riahi vous propose ce logement lumineux appartement S2 situé à Sousse, près de l’ISG, au 4ᵉ étage d’un immeuble calme sans ascenseur. L’appartement dispose d’une superficie de 65 m² et comprend un salon lumineux, une cuisine fermée et fonctionnelle, deux chambres confortables, deux grandes terrasses et une salle de bain équipée. Il bénéficie d’une bonne orientation et d’une aération naturelle, avec un titre bleu d...",https://www.mubawab-media.com/ad/8/305/588F/h/Design%20sans%20titre%20%284%29_81988634.avif
6 300 000 TND,Exclusivité foncière: immeuble traversant,"Sousse Ville, Sousse Ville","['1005 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Jardin', 'Garage']","Emplacement Stratégique sur l'Artère Principale de Sousse
À vendre, un immeuble de rapport, idéalement situé sur l'axe le plus convoité de Sousse. Ce bien de 1 005 m² couverts sur un terrain de 639 m² (Titre Bleu individuel) est une opportunité rare pour les promoteurs et investisseurs institutionnels.
UN EMPLACEMENT ET UN POTENTIEL UNIQUES
•	Configuration Traversante : L'immeuble possède une double façade avec un accès principal sur l'artère...",https://www.mubawab-media.com/ad/8/302/150F/h/WhatsApp%20Image%202026-02-11%20at%2016.22.35_81954763.avif
360 000 TND,Dar Arbi en Vente – Médina de Sousse,"Sousse Medina, Sousse Ville","['358 m²', '7 Pièces', '7 Chambres', '2 Salles de bains']","['Jardin', 'Entre-seul']","Dar Arbi en Vente – Médina de Sousse

Emplacement exceptionnel :
Située en plein cœur de Bled El Arbi – Sousse, à proximité immédiate de toutes les commodités (marché, mosquée, commerces…).

Caractéristiques :
Charmante Dar Arbi au cachet traditionnel, bâtie sur un terrain de 358 m², avec une architecture authentique typique de la Médina.

Composition :

7 pièces

Cuisine

Dehliz

Majel

Petite cour intérieure

Opportunité rar...",https://www.mubawab-media.com/ad/8/246/938F/h/1_81355034.avif
13 000 000 TND,A Vendre — Immeuble R8 Zone Touristique,"Sousse Ville, Sousse Ville","['5500 m²', '8 Pièces', '20 Chambres', '30 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Chambre rangement', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée']","A VENDRE — Immeuble R8 avec 18 Appartements  Sous-sol et RDC Exploitables – Zone Touristique

Opportunité d’investissement exceptionnelle : Immeuble moderne à vendre, situé en Zone Touristique, composé de 8 étages et 18 appartements, avec sous-sol couvert et rez-de-chaussée aménageable. Convient parfaitement à un projet résidentiel ou commercial à forte valeur ajoutée.

Caractéristiques du bien :

Type : Immeuble entier

Nombre d’étages :...",https://www.mubawab-media.com/ad/8/191/480F/h/WhatsApp%20Image%202025-07-29%20at%2011.24.15%20%281%29_80777077.avif
